Title, Platform, Date 
F1 CHALLENGE, iOS, 2013-10-10 
KAMI, iOS, 2013-10-10 
Kingturn Underworld RPG, iOS, 2013-10-10 
Random Runners, iOS, 2013-10-10 
Costume Quest, iOS, 2013-10-10 
Drift Mania: Street Outlaws, iOS, 2013-10-10 
Duet Game, iOS, 2013-10-10 
Rakoo's Adventure, iOS, 2013-10-10 
Ariel's Musical Surprise, iOS, 2013-10-10 
AdvenChewers, iOS, 2013-10-10 
Haunted House Mysteries (full) - HD, iOS, 2013-10-10 
har-mo-ny, iOS, 2013-10-10 
Dragon's Lair 30th Anniversary, iOS, 2013-10-10 
B.O.B.'s Super Freaky Job, iOS, 2013-10-10 
Cavorite 3, iOS, 2013-10-10 
Pixel Karts GP Plus, iOS, 2013-10-10 
10 (2013), iOS, 2013-10-10 
Sword & Magic, iOS, 2013-10-9 
Spellcaster: Forgotten Spell, iOS, 2013-10-9 
Arcade Ball, iOS, 2013-10-9 
Help for Heroes: Hero Bears, iOS, 2013-10-9 
Trick or Treat - Little Critter, iOS, 2013-10-9 
Extreme Bike Tours - free racing games, iOS, 2013-10-9 
Rollabear, iOS, 2013-10-8 
Mimpi, iOS, 2013-10-8 
OMG: TD!, iOS, 2013-10-8 
Bus Simulator 3D, iOS, 2013-10-7 
Crazy Market, iOS, 2013-10-7 
Roxie's Puzzle Adventure, iOS, 2013-10-7 
Office Story, iOS, 2013-10-6 
Room on the Broom Games, iOS, 2013-10-6 
EMPIRE: The Deck Building Strategy Game, iOS, 2013-10-5 
RPG  WarlordRevival in English, iOS, 2013-10-5 
LEVEL 22, iOS, 2013-10-4 
Paper Fun: Cut, Paste, Create!, iOS, 2013-10-4 
The Last Door: Chapter 1 - The Letter, iOS, 2013-10-4 
The Cave, iOS, 2013-10-3 
Nakama, iOS, 2013-10-3 
Transport Tycoon, iOS, 2013-10-3 
NASCAR: Redline, iOS, 2013-10-3 
Marvel Puzzle Quest, iOS, 2013-10-3 
Pandemic: The Board Game, iOS, 2013-10-3 
Tanto Cuore, iOS, 2013-10-3 
Lead the brave, iOS, 2013-10-3 
Jewel Mania: Halloween, iOS, 2013-10-3 
Zombie Apocalift, iOS, 2013-10-3 
A Story of a Band, iOS, 2013-10-3 
Tough Nuts Pinball, iOS, 2013-10-3 
Formula Legend - F1 Grand Prix Simulation, iOS, 2013-10-3 
Dead Man's Draw, iOS, 2013-10-2 
Battlepillars, iOS, 2013-10-2 
Brightstone Mysteries: Paranormal Hotel HD, iOS, 2013-10-2 
Gunner Z, iOS, 2013-10-2 
Machines at War 3, iOS, 2013-10-2 
Happy Hills 2: Bombs Away!, iOS, 2013-10-2 
Project '88, iOS, 2013-10-2 
RPG Infinite Dunamis, iOS, 2013-10-1 
NBA 2K14, iOS, 2013-10-1 
Naughty Bricks, iOS, 2013-10-1 
Edge of the World, iOS, 2013-10-1 
Barrr HD, iOS, 2013-10-1 
Galaxoid, iOS, 2013-10-1 
Village Life, iOS, 2013-10-1 
Kill All Zombies!, iOS, 2013-10-1 
Pocket Mine, iOS, 2013-09-30 
Samurai Siege, iOS, 2013-09-30 
The Magic Castle, iOS, 2013-09-30 
Headless, iOS, 2013-09-30 
The Secret of Space Octopuses, iOS, 2013-09-29 
Hills of Glory 3D, iOS, 2013-09-27 
Lost Echo, iOS, 2013-09-27 
HOOKBALL, iOS, 2013-09-27 
Hello World - Book 1: The Lonely Islands, iOS, 2013-09-27 
Trouserheart, iOS, 2013-09-26 
Boson X, iOS, 2013-09-26 
Pocket Trains, iOS, 2013-09-26 
Drop That Candy, iOS, 2013-09-26 
T.E.C 3001, iOS, 2013-09-26 
Coin-Quest (2013), iOS, 2013-09-26 
Shadowrun Returns, iOS, 2013-09-26 
Mines of Mishap, iOS, 2013-09-26 
Mr.NooO!!, iOS, 2013-09-26 
Millie's Crazy Dinosaur Adventure - Millie Was Here, Book 3, iOS, 2013-09-26 
Apple Dash HD, iOS, 2013-09-26 
Airplane!, iOS, 2013-09-26 
Alien Shooter EX., iOS, 2013-09-26 
Gamebook Adventures 8: Curse of the Assassin, iOS, 2013-09-25 
Trace 2, iOS, 2013-09-25 
Buddy & Me, iOS, 2013-09-25 
Mountain Biker, iOS, 2016-01-14 
Wonder Tactics, iOS, 2016-01-14 
Harvest Moon: Seeds of Memories, iOS, 2016-01-13 
Pocket Mortys, iOS, 2016-01-13 
Gnomium: Pocket Edition - Action Word Puzzler, iOS, 2016-01-13 
Tower of Fortune 3, iOS, 2016-01-13 
Punch Club, iOS, 2016-01-13 
Venture Kid, iOS, 2016-01-13 
Bleach: Brave Souls, iOS, 2016-01-13 
I Have No Mouth, and I Must Scream, iOS, 2016-01-13 
Star Trek Timelines, iOS, 2016-01-13 
Smurfs Epic Run, iOS, 2016-01-13 
CombineRobot, iOS, 2016-01-13 
Little Broken Robots, iOS, 2016-01-13 
MMA Federation, iOS, 2016-01-13 
Call of Commander, iOS, 2016-01-13 
Rocket Ski Racing, iOS, 2016-01-11 
Small Town Terrors: Galdor's Bluff, iOS, 2016-01-10 
Jetpack Fighter, iOS, 2016-01-7 
Hex Mechs, iOS, 2016-01-7 
Basket Fall - Endless Dunking Sim, iOS, 2016-01-6 
Pixel Starships : 8Bit Space Sim Strategy MMO RPG, iOS, 2016-01-6 
Age of Wushu Dynasty, iOS, 2016-01-6 
BattleHand, iOS, 2016-01-6 
LONEWOLF, iOS, 2016-01-6 
Candy Crush Jelly Saga, iOS, 2016-01-6 
TMNT - Portal Power, iOS, 2016-01-6 
Surfingers, iOS, 2016-01-6 
Defenders 2, iOS, 2016-01-6 
Namaste Space Buffalo, iOS, 2016-01-4 
Buried - Interactive Story, iOS, 2016-01-3 
Royal Trouble: Hidden Honeymoon Havoc HD, iOS, 2015-12-30 
Codex: The Warrior, iOS, 2015-12-29 
Cardinal Pixel, iOS, 2015-12-29 
Mini Metro, iOS, 2015-12-25 
Traffic Rider, iOS, 2015-12-23 
TrainCrasher, iOS, 2015-12-22 
Minecraft: Story Mode - Episode 4: A Block and a Hard Place, iOS, 2015-12-22 
Geometry Dash Meltdown, iOS, 2015-12-19 
Squareface, iOS, 2015-12-19 
Captain Cowboy, iOS, 2015-12-18 
Grand Theft Auto: Liberty City Stories, iOS, 2015-12-17 
BADLAND 2, iOS, 2015-12-17 
Reiner Knizia's The Confrontation, iOS, 2015-12-17 
MetaHuman Inc., iOS, 2015-12-17 
RPG Justice Chronicles, iOS, 2015-12-17 
Republique: Episode 4 - God's Acre, iOS, 2015-12-17 
Rust Bucket, iOS, 2015-12-16 
Cut the Rope: Magic, iOS, 2015-12-16 
Gods Of Rome, iOS, 2015-12-16 
Peter Moorhead's Murder, iOS, 2015-12-16 
Scrubby Dubby Saga, iOS, 2015-12-16 
Dashy Crashy, iOS, 2015-12-16 
Grayout, iOS, 2015-12-16 
Star Skater, iOS, 2015-12-16 
Into the Dim, iOS, 2015-12-15 
Scribblenauts Unlimited, iOS, 2015-12-15 
Katy Perry Pop, iOS, 2015-12-15 
The Ramen Sensei, iOS, 2015-12-15 
Rusty Lake Hotel, iOS, 2015-12-14 
Crossy Maze, iOS, 2015-12-14 
Frank the Dillo, iOS, 2015-12-13 
caRRage, iOS, 2015-12-12 
Magic: The Gathering - Puzzle Quest, iOS, 2015-12-10 
Bebop Puzzle Beat, iOS, 2015-12-10 
Tilt: Quill's Quandary, iOS, 2015-12-10 
BMO Snaps - Adventure Time Photo Game, iOS, 2015-12-10 
Imago - Transformative Puzzle Game, iOS, 2015-12-10 
Metro 2033: Wars, iOS, 2015-12-10 
Hearthstone: Heroes of Warcraft - League of Explorers, iOS, 2015-12-10 
PICK-XELL, iOS, 2015-12-10 
Fantastic Plastic Squad, iOS, 2015-12-9 
Baseball Riot, iOS, 2015-12-9 
Power Hover, iOS, 2015-12-9 
Devouring Stars, iOS, 2015-12-9 
A Good Snowman Is Hard To Build, iOS, 2015-12-9 
Lifeline: Silent Night, iOS, 2015-12-9 
Star Hammer: The Vanguard Prophecy, iOS, 2015-12-9 
Cataclysm: Dark Days Ahead, iOS, 2015-12-9 
Dungeon Time, iOS, 2015-12-9 
Flewn, iOS, 2015-12-9 
Country Friends, iOS, 2015-12-9 
A New Beginning, iOS, 2015-12-8 
Star Billions, iOS, 2015-12-8 
Pocket Master Saga, iOS, 2015-12-7 
Queen's Tales: Sins of the Past, iOS, 2015-12-6 
Color Switch, iOS, 2015-12-6 
AirAttack 2, iOS, 2015-12-5 
True Lover's Knot, iOS, 2015-12-5 
Gods of Olympus, iOS, 2015-12-4 
Rayman Adventures, iOS, 2015-12-3 
Aralon: Forge and Flame, iOS, 2015-12-3 
Temple Run 2: Frozen Shadows, iOS, 2015-12-3 
I Wanna Be A Hero, iOS, 2015-12-3 
The Monsters by Tinybop, iOS, 2015-12-3 
Pendragon Rising, iOS, 2015-12-3 
Sniper Fury, iOS, 2015-12-2 
Sequence - Connecting Numbers, iOS, 2015-12-2 
Pocket Troops, iOS, 2015-12-2 
Pyro Jump Rescue, iOS, 2015-12-2 
Tap Zoo 2: World Tour, iOS, 2011-12-1 
BigBot Smash, iOS, 2011-12-1 
Lunar Racer, iOS, 2011-12-1 
Stretch The Puzzle, iOS, 2011-12-1 
Legendary Outlaw, iOS, 2011-11-30 
Assassin's Creed Recollection, iOS, 2011-11-30 
Don't Run With a Plasma Sword, iOS, 2011-11-30 
Battle Bears Royale, iOS, 2011-11-30 
The Nightworld, iOS, 2011-11-30 
ZEN Pinball, iOS, 2011-11-30 
Modern War (2011), iOS, 2011-11-30 
Zombie Area!, iOS, 2011-11-30 
The adventures of Tom TAPper, iOS, 2011-11-30 
ForestVille, iOS, 2011-11-30 
CrimsonHeart, iOS, 2011-11-30 
Lander Hero, iOS, 2011-11-30 
Ninja Hoodie, iOS, 2011-11-30 
Infinity Blade II, iOS, 2011-11-29 
Sparkle 2: EVO, iOS, 2011-11-29 
Mad Chef, iOS, 2011-11-29 
Figaro Wig HD, iOS, 2011-11-29 
Splishi Splashi, iOS, 2011-11-29 
Conquer Online, iOS, 2011-11-29 
Super Wars, iOS, 2011-11-28 
Gua-Le-Ni, iOS, 2011-11-28 
Office Jerk Holiday Edition, iOS, 2011-11-28 
RPG DarkGate, iOS, 2011-11-28 
Puppy Panic, iOS, 2011-11-27 
Paper Wings, iOS, 2011-11-25 
English Country Tune, iOS, 2011-11-25 
Act of Fury: Kraine's Revenge, iOS, 2011-11-24 
Aliens versus Humans, iOS, 2011-11-24 
iHop - Getaway Chicken, iOS, 2011-11-24 
Ski Solitaire, iOS, 2011-11-24 
Subject 7, iOS, 2011-11-24 
Traffic Panic 3D, iOS, 2011-11-24 
War on Terror, iOS, 2011-11-24 
Bubble Jets, iOS, 2011-11-24 
Turntales, iOS, 2011-11-24 
Clay's Reverie, iOS, 2011-11-23 
Box Cat, iOS, 2011-11-23 
NFL Pro 2012, iOS, 2011-11-23 
These Robotic Hearts of Mine, iOS, 2011-11-23 
Angry Chickens Pro, iOS, 2011-11-23 
Time Ducks, iOS, 2011-11-23 
Tweens HD, iOS, 2011-11-23 
Vegas Life, iOS, 2011-11-22 
Nutty Sam: Swing, Slide & Soar to Survive, iOS, 2011-11-22 
Rick O'Shea, iOS, 2011-11-22 
Paul & Percy, iOS, 2011-11-22 
CityVille Holidaytown, iOS, 2011-11-21 
Island Tribe 2, iOS, 2011-11-21 
Find Animals, iOS, 2011-11-21 
the LeftOvers, iOS, 2011-11-21 
Cabals:The Card Game, iOS, 2011-11-21 
Worms Party, iOS, 2011-11-21 
Wizard Ops, iOS, 2011-11-21 
Happily Ever After, iOS, 2011-11-20 
Cybernarium, iOS, 2011-11-20 
Kick the Buddy Episodes, iOS, 2011-11-18 
Wild Defense, iOS, 2011-11-18 
SpyCorp, iOS, 2011-11-18 
Wild Defense HD, iOS, 2011-11-18 
Domino's Pizza Hero, iOS, 2011-11-18 
Apocalypse Zombie Commando, iOS, 2011-11-18 
Moto Racer 15th Anniversary for iPad, iOS, 2011-11-18 
Scram, iOS, 2011-11-18 
Mighty Monsters, iOS, 2011-11-18 
Minecraft: Pocket Edition, iOS, 2011-11-17 
Girl With a Heart of, iOS, 2011-11-17 
Raccoon Rising, iOS, 2011-11-17 
RPM: Gymkhana Racing, iOS, 2011-11-17 
SpellTower, iOS, 2011-11-17 
Youda Survivor, iOS, 2011-11-17 
The Oregon Trail: American Settler, iOS, 2011-11-17 
Age of Zombies Anniversary, iOS, 2011-11-17 
Superman, iOS, 2011-11-17 
Battle Nations, iOS, 2011-11-17 
Bullet Time HD, iOS, 2011-11-17 
Heroes vs Monsters, iOS, 2011-11-17 
HOMERUN BATTLE 2, iOS, 2011-11-17 
Superman HD, iOS, 2011-11-17 
Tap Tap Muppets, iOS, 2011-11-17 
Toy Village, iOS, 2011-11-17 
Youda Survivor HD, iOS, 2011-11-17 
Extraction: Project Outbreak, iOS, 2011-11-17 
Rebuild, iOS, 2011-11-17 
NFL Flick Quarterback, iOS, 2011-11-17 
NFL Flick Quarterback HD, iOS, 2011-11-17 
Rat on a Snowboard, iOS, 2011-11-17 
Conceptis Fill-a-Pix, iOS, 2011-11-17 
Blood & Glory, iOS, 2011-11-17 
Manny Pacquiao: Pound for Pound, iOS, 2011-11-17 
Mystery Case Files: Dire Grove Collector's Edition HD, iOS, 2011-11-17 
Sea Stars, iOS, 2011-11-17 
Saving Yello, iOS, 2011-11-17 
Pet Town, iOS, 2011-11-17 
WildChords, iOS, 2011-11-17 
Ticket to Ride Pocket, iOS, 2011-11-16 
Chickon, iOS, 2011-11-16 
Maestria, iOS, 2015-12-2 
Mad Aces, iOS, 2015-12-2 
Planet Diver, iOS, 2015-12-1 
Hooah!, iOS, 2015-12-1 
Frontier Defense, iOS, 2015-12-1 
Groove Planet, iOS, 2015-12-1 
Dominion (2015), iOS, 2015-11-30 
Square Rave, iOS, 2015-11-26 
World of Tanks Generals, iOS, 2015-11-26 
Brave & Little Adventure, iOS, 2015-11-26 
CineMagic: Hollywood Madness, iOS, 2015-11-26 
Gopogo, iOS, 2015-11-25 
Snowboard Party 2, iOS, 2015-11-25 
One Button Travel, iOS, 2015-11-25 
Football Manager Touch 2016, iOS, 2015-11-25 
Rush N Krush, iOS, 2015-11-25 
Code of Arms, iOS, 2015-11-25 
Choices: And The Sun Went Out, iOS, 2015-11-25 
Star Wars: Galaxy of Heroes, iOS, 2015-11-24 
Minecraft: Story Mode - Episode 3: The Last Place You Look, iOS, 2015-11-24 
Go! Go! CommanderVideo, iOS, 2015-11-24 
The Whispered World Special Edition, iOS, 2015-11-24 
Alter World, iOS, 2015-11-24 
Go Home Dizzy, iOS, 2015-11-23 
Traffic Rush 2, iOS, 2015-11-21 
The Incorruptibles - Knights of the Realm, iOS, 2015-11-20 
Warhammer 40,000: Freeblade, iOS, 2015-11-19 
Football Manager Mobile 2016, iOS, 2015-11-19 
Mabinogi Duel, iOS, 2015-11-19 
Heroes Tactics: Mythiventures, iOS, 2015-11-19 
Snapimals: Discover and Snap Amazing Animals, iOS, 2015-11-19 
Army Antz, iOS, 2015-11-19 
Blendoku 2, iOS, 2015-11-19 
A Study in Steampunk: Choice by Gaslight, iOS, 2015-11-19 
Real Boxing 2 CREED, iOS, 2015-11-18 
Super Dangerous Dungeons, iOS, 2015-11-18 
DARK - STAR, iOS, 2015-11-18 
Starlit Adventures, iOS, 2015-11-18 
Last Horizon, iOS, 2015-11-18 
King Tongue, iOS, 2015-11-18 
Off The Record: The Art of Deception, iOS, 2015-11-18 
Carmen Sandiego Returns, iOS, 2015-11-18 
Digfender, iOS, 2015-11-18 
Civil War: Pea Ridge, iOS, 2015-11-18 
Game of Thrones: Episode Six - The Ice Dragon, iOS, 2015-11-17 
Kill Shot Bravo, iOS, 2015-11-17 
Coin-Op Heroes 2, iOS, 2015-11-17 
Dark Fear, iOS, 2015-11-13 
Tales of a Viking: Episode One, iOS, 2015-11-13 
Brass, iOS, 2015-11-12 
The Last Vikings, iOS, 2015-11-12 
Wizards and Wagons, iOS, 2015-11-12 
Oddworld: Munch's Oddysee, iOS, 2015-11-12 
Tiny Rogue, iOS, 2015-11-11 
Wardwell House, iOS, 2015-11-11 
Lost Horizon, iOS, 2015-11-11 
Five Minutes Before, iOS, 2015-11-11 
Eternal Arena, iOS, 2015-11-11 
Let's Twist, iOS, 2015-11-11 
Mobile Strike, iOS, 2015-11-11 
Thirty Days & Seven Seas - Pirate Battle Board Game Starring Clarence, Jeff and Sumo, iOS, 2015-11-11 
Zodiac: Orcanon Odyssey, iOS, 2015-11-10 
Le Havre: The Inland Port, iOS, 2015-11-10 
Amazing Loot Grind, iOS, 2015-11-9 
Starside Arena, iOS, 2015-11-7 
Progress to 100, iOS, 2015-11-5 
SRPG Legna Tactica, iOS, 2015-11-5 
Fantasy War Tactics, iOS, 2015-11-5 
Shady Wars, iOS, 2015-11-5 
Super Boys - The Big Fight, iOS, 2015-11-5 
Diabolical, iOS, 2015-11-5 
The Room Three, iOS, 2015-11-4 
Bigfoot Hunter: A Camera Adventure Game, iOS, 2015-11-4 
Neon Drive - '80s style arcade game, iOS, 2015-11-4 
LEGO Ninjago: Shadow of Ronin, iOS, 2015-11-4 
Leonardo's Cat, iOS, 2015-11-4 
BeatNiks, iOS, 2015-11-4 
Blossom Blast Saga, iOS, 2015-11-4 
Rise of Heroes (2015), iOS, 2015-11-4 
ZENONIA S: Rifts In Time, iOS, 2015-11-3 
Steam: Rails to Riches, iOS, 2015-11-3 
Beneath The Lighthouse, iOS, 2015-10-29 
Sanitarium, iOS, 2015-10-29 
In Between Mobile, iOS, 2015-10-29 
Give It Up! 2, iOS, 2015-10-29 
Five Card Quest - Tactical RPG Battles, iOS, 2015-10-29 
Darthy, iOS, 2015-10-29 
Cosmos - Infinite Space, iOS, 2015-10-29 
BLOCnog, iOS, 2015-10-29 
Beat Sports, iOS, 2015-10-28 
Agent A: A Puzzle In Disguise, iOS, 2015-10-28 
Slashy Hero, iOS, 2015-10-28 
Dead Effect 2, iOS, 2015-10-28 
Octodad: Dadliest Catch, iOS, 2015-10-28 
Stay, Mum, iOS, 2015-10-28 
Forgotten Forest: Afterlife, iOS, 2015-10-28 
Fold the World, iOS, 2015-10-28 
Cthulhu Virtual Pet, iOS, 2015-10-28 
Dragon Fantasy: The Black Tome of Ice, iOS, 2015-10-28 
Heavy Blade, iOS, 2015-10-28 
Revolve8, iOS, 2019-02-5 
Star Traders: Frontiers, iOS, 2019-01-31 
Tacticool, iOS, 2019-01-30 
Another Eden: The Cat Beyond Time and Space, iOS, 2019-01-28 
Alien: Blackout, iOS, 2019-01-24 
Angry Birds Dream Blast, iOS, 2019-01-24 
Langrisser Mobile, iOS, 2019-01-22 
Sonar Beat, iOS, 2019-01-22 
Partia 3, iOS, 2019-01-19 
Sheeping Around, iOS, 2019-01-17 
Hangline: The Adventure, iOS, 2019-01-16 
Backfire, iOS, 2019-01-16 
Rangers of Oblivion, iOS, 2019-01-15 
Tap! Captain Star, iOS, 2019-01-14 
Lyrical Letters, iOS, 2019-01-10 
Ragnarok M: Eternal Love, iOS, 2019-01-9 
Magic Brick Wars, iOS, 2018-12-20 
Tropico, iOS, 2018-12-18 
LifeAfter, iOS, 2018-12-17 
Looney Tunes: World of Mayhem, iOS, 2018-12-13 
This Is the Police, iOS, 2018-12-13 
Tony Hawk's Skate Jam, iOS, 2018-12-13 
Brawl Stars, iOS, 2018-12-12 
I Am Monster: Idle Destruction, iOS, 2018-12-12 
Gone Home, iOS, 2018-12-11 
Card Crusade, iOS, 2018-12-6 
Twinfold, iOS, 2018-12-5 
Rebel Inc., iOS, 2018-12-5 
Command & Conquer Rivals, iOS, 2018-12-4 
MIYAMOTO, iOS, 2018-12-1 
Star Trek Fleet Command, iOS, 2018-11-29 
CHUCHEL, iOS, 2018-11-29 
Kingdom Rush Vengeance, iOS, 2018-11-22 
Assassin's Creed Rebellion, iOS, 2018-11-20 
Storm Boy: The Game, iOS, 2018-11-20 
Super Fowlst, iOS, 2018-11-20 
NBA 2K Mobile Basketball, iOS, 2018-11-19 
Hexanome, iOS, 2018-11-15 
SEGA Heroes, iOS, 2018-11-15 
Black Paradox, iOS, 2018-11-14 
Truck Simulation 19, iOS, 2018-11-14 
Sky Gamblers: Storm Raiders 2, iOS, 2018-11-14 
Golf Peaks, iOS, 2018-11-13 
Alphaputt, iOS, 2018-11-8 
Cat Lady - The Card Game, iOS, 2018-11-7 
see/saw, iOS, 2018-11-7 
Football Manager 2019 Mobile, iOS, 2018-11-2 
Into The Dark : Narakan, iOS, 2018-10-31 
Record of Grancrest War: Quartet Conflict, iOS, 2018-10-31 
Old School RuneScape, iOS, 2018-10-30 
Lifty!, iOS, 2018-10-30 
Help! I'm Haunted, iOS, 2018-10-30 
RWBY: Amity Arena, iOS, 2018-10-25 
SHUMP, iOS, 2018-10-25 
Euclidean Skies, iOS, 2018-10-25 
Teslagrad, iOS, 2018-10-24 
Stardew Valley, iOS, 2018-10-24 
Idle Skies, iOS, 2018-10-24 
Tesla vs Lovecraft, iOS, 2018-10-24 
Candies 'n Curses, iOS, 2018-10-23 
Ghostbusters World, iOS, 2018-10-22 
Reigns: Game Of Thrones, iOS, 2018-10-18 
Pivotol, iOS, 2018-10-18 
Element, iOS, 2018-10-18 
ELOH, iOS, 2018-10-12 
Spitkiss, iOS, 2018-10-11 
Grimvalor, iOS, 2018-10-10 
Badland Brawl, iOS, 2018-10-10 
Pixel Puzzle Collection, iOS, 2018-10-9 
Tokyo Ghoul: re birth, iOS, 2018-10-8 
Sid Meier's Civilization VI, iOS, 2018-10-4 
Black Command, iOS, 2018-10-3 
Trigger Heroes, iOS, 2018-10-3 
Mountain Climber: Frozen Dream, iOS, 2018-10-3 
Dragalia Lost, iOS, 2018-09-27 
SEGA POCKET CLUB MANAGER, iOS, 2018-09-27 
Bacon: The Game, iOS, 2018-09-26 
Hooky Crook, iOS, 2018-09-26 
Hovercraft: Battle Arena, iOS, 2018-09-26 
Monster Hunter Stories, iOS, 2018-09-25 
Stockpile Game, iOS, 2018-09-23 
Ammo Pigs: Armed and Delicious, iOS, 2018-09-20 
Cube Escape: Paradox, iOS, 2018-09-20 
Where Shadows Slumber, iOS, 2018-09-20 
Rise of Civilizations, iOS, 2018-09-20 
Trixel Rocket, iOS, 2018-09-18 
Pandoraid, iOS, 2018-09-17 
Meowoof, iOS, 2018-09-14 
Chaos Reborn: Adventures, iOS, 2018-09-12 
SHI*RO, iOS, 2018-09-9 
Wall Kickers, iOS, 2018-09-6 
The Company Game, iOS, 2018-09-6 
Returner Zhero, iOS, 2018-09-6 
Alphabear 2, iOS, 2018-09-4 
Bike Unchained 2, iOS, 2018-09-4 
BestLuck, iOS, 2018-09-1 
Hungry Dragon, iOS, 2018-08-30 
Valleys Between, iOS, 2018-08-30 
Golfing Around, iOS, 2018-08-29 
Donut County, iOS, 2018-08-28 
Ratchet & Clank: Before The Nexus, iOS, 2013-12-20 
Lara Croft: Reflections, iOS, 2013-12-20 
BEAT DRIFT, iOS, 2013-12-20 
Hoplite, iOS, 2013-12-20 
Showdown: The Card Game, iOS, 2013-12-20 
The Moaning Words - Investigate the mysteries of a dark and interactive fiction into the Cthulhu Mythos by Alan Dean Foster, iOS, 2013-12-20 
The Shadow Sun, iOS, 2013-12-19 
Republique: Episode 1 - Exordium, iOS, 2013-12-19 
Colossatron: Massive World Threat, iOS, 2013-12-19 
Cut the Rope 2, iOS, 2013-12-19 
Ridge Racer Slipstream, iOS, 2013-12-19 
Pet Zoometery, iOS, 2013-12-19 
The Lawless, iOS, 2013-12-19 
Abducted, iOS, 2013-12-19 
Oasis: Path to Redemption, iOS, 2013-12-19 
Super Mega Worm Vs Santa Saga, iOS, 2013-12-19 
Safe Cracker, iOS, 2013-12-19 
Atomic+, iOS, 2013-12-19 
Global Archer, iOS, 2013-12-19 
MovieCat 2 - The Movie Trivia Game Sequel!, iOS, 2013-12-19 
Party Pwn, iOS, 2013-12-19 
APB Retribution, iOS, 2013-12-19 
Forest Legends: The Call of Love HD - A Hidden Object Adventure, iOS, 2013-12-19 
Morph'em, iOS, 2013-12-19 
Action Agent!, iOS, 2013-12-19 
Skateboard Party 2, iOS, 2013-12-19 
Tileout, iOS, 2013-12-19 
Fightback, iOS, 2013-12-18 
Sky Boom Boom, iOS, 2013-12-18 
Shoggoth Rising, iOS, 2013-12-18 
Super Splatform, iOS, 2013-12-18 
Panzer Corps, iOS, 2013-12-18 
Disney Hidden Worlds, iOS, 2013-12-18 
Can You Escape 2, iOS, 2013-12-18 
War in Space - Retro style arcade game., iOS, 2013-12-18 
Animal Upon Animal, iOS, 2013-12-18 
Beben III, iOS, 2013-12-18 
Heroes of Steel RPG, iOS, 2013-12-18 
Hidden Objects: Mystery Crimes, iOS, 2013-12-18 
Hero Siege, iOS, 2013-12-18 
Eternity Warriors 3, iOS, 2013-12-18 
Tomb Raider I, iOS, 2013-12-17 
Brutal Loop, iOS, 2013-12-17 
Walking Dead: The Game - Season 2, iOS, 2013-12-17 
The Walking Dead: Season Two - A Telltale Games Series, iOS, 2013-12-17 
Sound Ride, iOS, 2013-12-17 
Hollywood Fighter, iOS, 2013-12-17 
Ice Mechanica, iOS, 2013-12-17 
Overlive - Zombie Apocalypse Survival - Interactive Adventure and Role Playing Game, iOS, 2013-12-17 
Quarriors!, iOS, 2013-12-16 
Regency Love, iOS, 2013-12-16 
Fighting Fantasy: Island of the Lizard King, iOS, 2013-12-16 
No Brakes Valet, iOS, 2013-12-16 
Violett, iOS, 2013-12-16 
Urp!, iOS, 2013-12-14 
Brave Frontier, iOS, 2013-12-13 
Castle Raid 2, iOS, 2013-12-13 
Dungeons & Golf World, iOS, 2013-12-13 
Man at Arms TD, iOS, 2013-12-13 
Oddlight, iOS, 2013-12-13 
Quantic Pinball, iOS, 2013-12-13 
Snowball Shootout, iOS, 2013-12-13 
Walking With Dinosaurs: Dino Run!, iOS, 2013-12-13 
The Room Two, iOS, 2013-12-12 
Grand Theft Auto: San Andreas, iOS, 2013-12-12 
Monster Eat Sushi: A Free Cooking Game, iOS, 2013-12-12 
Ski Safari: Adventure Time, iOS, 2013-12-12 
Fiz: The Brewery Management Game, iOS, 2013-12-12 
Letters From Nowhere: A Hidden Object Mystery, iOS, 2013-12-12 
LEGO Star Wars: The Complete Saga, iOS, 2013-12-12 
AntiSquad, iOS, 2013-12-12 
Circus Life, iOS, 2013-12-12 
Reiner Knizia's Razzia - The Mafia Board Game, iOS, 2013-12-12 
Ninja Hero Cats, iOS, 2013-12-12 
Suburbia, iOS, 2013-12-12 
Cat Story, iOS, 2013-12-12 
Splash Dash, iOS, 2013-12-12 
Dark District, iOS, 2013-12-11 
Endless Boss Fight, iOS, 2013-12-11 
Sensei Wars, iOS, 2013-12-11 
Jungle Man: Strike, iOS, 2013-12-11 
Battle Islands, iOS, 2013-12-11 
Little Legends, iOS, 2013-12-11 
Panda Pop, iOS, 2013-12-11 
Story Pieces, iOS, 2013-12-11 
Sushi Snake, iOS, 2013-12-11 
Angry Birds Go!, iOS, 2013-12-10 
Cutiebots iPhone Edition, iOS, 2013-12-10 
Gregg, iOS, 2013-12-10 
Sirtet: a secretly social game for iOS, iOS, 2013-12-10 
Cabela's Big Game Hunter, iOS, 2013-12-10 
Legacy of a Thousand Suns Mobile, iOS, 2013-12-10 
Mech Battle Arena, iOS, 2013-12-10 
INOQONI, iOS, 2013-12-9 
Outpost Luna, iOS, 2013-12-9 
Starborn Anarkist, iOS, 2013-12-6 
Mega Run Plus - Redford's Adventure, iOS, 2013-12-6 
Jolly Try-n-Spy, iOS, 2013-12-6 
Dracula 4: Shadow of the Dragon, iOS, 2013-12-5 
Assassin's Creed: Pirates, iOS, 2013-12-5 
Suicide Squad: Special Ops, iOS, 2016-07-14 
